Timestamp,Width(cm),Height(cm),Volume(cm³),Error(%)
16:52:03,21.97,16.48,724.21,1.83
16:52:03,21.97,16.48,724.21,1.93
16:52:03,21.97,16.48,724.21,2.0
16:52:03,21.97,16.48,724.21,1.73
16:52:03,21.97,16.48,724.21,0.63
16:52:03,21.97,16.48,724.21,1.09
16:52:03,21.97,16.48,724.21,1.82
16:52:03,21.97,16.48,724.21,0.8
16:52:03,21.97,16.48,724.21,1.36
16:52:03,21.97,16.48,724.21,0.59
16:52:03,21.97,16.48,724.21,1.49
16:52:03,21.97,16.48,724.21,1.72
16:52:03,21.97,16.48,724.21,1.46
16:52:03,21.97,16.48,724.21,0.82
16:52:03,21.97,16.48,724.21,1.06
16:52:03,21.97,16.48,724.21,0.9
16:52:03,21.97,16.48,724.21,0.93
16:52:03,21.97,16.48,724.21,1.3
16:52:03,21.97,16.48,724.21,1.33
16:52:03,21.97,16.48,724.21,1.79
16:52:03,21.97,16.48,724.21,1.83
16:52:03,21.97,16.48,724.21,1.3
16:52:04,21.97,16.48,724.21,1.83
16:52:04,21.97,16.48,724.21,1.26
16:52:04,21.97,16.48,724.21,0.92
16:52:04,21.97,16.48,724.21,1.91
16:52:04,21.97,16.48,724.21,1.01
16:52:04,21.97,16.48,724.21,1.41
16:52:04,21.97,16.48,724.21,1.6
16:52:04,21.97,16.48,724.21,1.64
16:52:04,21.97,16.48,724.21,1.17
16:52:04,21.97,16.48,724.21,0.71
16:52:04,21.97,16.48,724.21,1.68
16:52:04,21.97,16.48,724.21,1.89
16:52:04,21.97,16.48,724.21,1.17
16:52:04,21.97,16.48,724.21,1.16
16:52:04,21.97,16.48,724.21,1.0
16:52:04,21.97,16.48,724.21,1.35
16:52:04,21.97,16.48,724.21,0.75
16:52:04,21.97,16.48,724.21,1.71
16:52:04,21.97,16.48,724.21,1.15
16:52:04,21.97,16.48,724.21,1.78
16:52:04,21.97,16.48,724.21,0.53
16:52:04,21.97,16.48,724.21,0.74
16:52:04,21.97,16.48,724.21,1.51
16:52:04,21.97,16.48,724.21,0.55
16:52:04,21.97,16.48,724.21,0.51
16:52:05,21.97,16.48,724.21,0.78
16:52:05,21.97,16.48,724.21,1.47
16:52:05,21.97,16.48,724.21,0.89
16:52:05,21.97,16.48,724.21,0.54
16:52:05,21.97,16.48,724.21,1.99
16:52:05,21.97,16.48,724.21,1.21
16:52:05,21.97,16.48,724.21,1.26
16:52:05,21.97,16.48,724.21,1.12
16:52:05,21.97,16.48,724.21,1.85
16:52:05,21.97,16.48,724.21,1.94
16:52:05,21.97,16.48,724.21,0.64
16:52:05,21.97,16.48,724.21,0.55
16:52:05,21.97,16.48,724.21,1.83
16:52:05,21.97,16.48,724.21,1.05
16:52:05,21.97,16.48,724.21,1.61
16:52:05,21.97,16.48,724.21,0.51
16:52:05,21.97,16.48,724.21,1.09
16:52:05,21.97,16.48,724.21,0.77
16:52:05,21.97,16.48,724.21,1.65
16:52:05,21.97,16.48,724.21,0.99
16:52:05,21.97,16.48,724.21,1.83
16:52:05,21.97,16.48,724.21,1.69
16:52:05,21.97,16.48,724.21,1.19
16:52:05,21.97,16.48,724.21,1.39
16:52:05,21.97,16.48,724.21,0.76
16:52:05,21.97,16.48,724.21,1.51
16:52:05,21.97,16.48,724.21,1.56
16:52:06,21.97,16.48,724.21,0.87
16:52:06,21.97,16.48,724.21,0.5
16:52:06,21.97,16.48,724.21,1.4
16:52:06,21.97,16.48,724.21,1.14
16:52:06,21.97,16.48,724.21,0.5
16:52:06,21.97,16.48,724.21,1.04
16:52:06,21.97,16.48,724.21,1.36
16:52:06,21.97,16.48,724.21,1.73
16:52:06,21.97,16.48,724.21,0.66
16:52:06,21.97,16.48,724.21,1.93
16:52:06,21.97,16.48,724.21,1.58
16:52:06,21.97,16.48,724.21,1.94
16:52:06,21.97,16.48,724.21,1.23
16:52:06,21.97,16.48,724.21,1.63
16:52:06,21.97,16.48,724.21,0.87
16:52:06,21.97,16.48,724.21,0.66
16:52:06,21.97,16.48,724.21,1.28
16:52:06,21.97,16.48,724.21,1.98
16:52:06,21.97,16.48,724.21,0.51
16:52:06,21.97,16.48,724.21,1.63
16:52:06,21.97,16.48,724.21,1.65
16:52:06,21.97,16.48,724.21,0.99
16:52:06,21.97,16.48,724.21,1.45
16:52:06,21.97,16.48,724.21,1.39
16:52:06,21.97,16.48,724.21,1.93
16:52:06,21.97,16.48,724.21,0.71
16:52:07,21.97,16.48,724.21,1.12
16:52:07,21.97,16.48,724.21,1.39
16:52:07,21.97,16.48,724.21,1.95
16:52:07,21.97,16.48,724.21,1.38
16:52:07,21.97,16.48,724.21,1.79
16:52:07,21.97,16.48,724.21,1.78
16:52:07,21.97,16.48,724.21,1.45
16:52:07,21.97,16.48,724.21,2.0
16:52:07,21.97,16.48,724.21,0.97
16:52:07,21.97,16.48,724.21,1.34
16:52:07,21.97,16.48,724.21,1.55
16:52:07,21.97,16.48,724.21,0.54
16:52:07,21.97,16.48,724.21,1.24
16:52:07,21.97,16.48,724.21,1.67
16:52:07,21.97,16.48,724.21,0.82
16:52:07,21.97,16.48,724.21,0.7
16:52:07,21.97,16.48,724.21,0.75
16:52:07,21.97,16.48,724.21,1.74
16:52:07,21.97,16.48,724.21,0.77
16:52:07,21.97,16.48,724.21,1.53
16:52:07,21.97,16.48,724.21,1.6
16:52:07,21.97,16.48,724.21,1.06
16:52:07,21.97,16.48,724.21,1.67
16:52:08,21.97,16.48,724.21,0.93
16:52:08,21.97,16.48,724.21,1.02
16:52:08,21.97,16.48,724.21,1.89
16:52:08,21.97,16.48,724.21,0.56
16:52:08,21.97,16.48,724.21,1.66
16:52:08,21.97,16.48,724.21,1.88
16:52:08,21.97,16.48,724.21,1.04
16:52:08,21.97,16.48,724.21,1.55
16:52:08,21.97,16.48,724.21,0.7
16:52:08,21.97,16.48,724.21,1.35
16:52:08,21.97,16.48,724.21,0.53
16:52:08,21.97,16.48,724.21,1.01
16:52:08,21.97,16.48,724.21,1.12
16:52:08,21.97,16.48,724.21,0.51
16:52:08,21.97,16.48,724.21,1.27
16:52:08,21.97,16.48,724.21,1.7
16:52:08,21.97,16.48,724.21,0.65
16:52:08,21.97,16.48,724.21,1.83
16:52:08,21.97,16.48,724.21,0.51
16:52:08,21.97,16.48,724.21,0.52
16:52:08,21.97,16.48,724.21,0.58
16:52:08,21.97,16.48,724.21,1.83
16:52:08,21.97,16.48,724.21,1.07
16:52:08,21.97,16.48,724.21,0.72
16:52:08,21.97,16.48,724.21,1.87
16:52:09,21.97,16.48,724.21,1.99
16:52:09,21.97,16.48,724.21,1.23
16:52:09,21.97,16.48,724.21,0.94
16:52:09,21.97,16.48,724.21,1.51
16:52:09,21.97,16.48,724.21,1.03
16:52:09,21.97,16.48,724.21,0.88
16:52:09,21.97,16.48,724.21,1.9
16:52:09,21.97,16.48,724.21,0.95
16:52:09,21.97,16.48,724.21,1.46
16:52:09,21.97,16.48,724.21,1.11
16:52:09,21.97,16.48,724.21,1.31
16:52:09,21.97,16.48,724.21,1.37
16:52:09,21.97,16.48,724.21,0.63
16:52:09,21.97,16.48,724.21,1.87
16:52:09,21.97,16.48,724.21,1.09
16:52:09,21.97,16.48,724.21,0.77
16:52:09,21.97,16.48,724.21,1.69
16:52:09,21.97,16.48,724.21,1.3
16:52:09,21.97,16.48,724.21,1.37
16:52:09,21.97,16.48,724.21,0.85
16:52:09,21.97,16.48,724.21,1.84
16:52:09,21.97,16.48,724.21,1.68
16:52:09,21.97,16.48,724.21,1.05
16:52:09,21.97,16.48,724.21,1.71
16:52:09,21.97,16.48,724.21,1.82
16:52:09,21.97,16.48,724.21,1.64
16:52:10,21.97,16.48,724.21,1.28
16:52:10,21.97,16.48,724.21,1.82
16:52:10,21.97,16.48,724.21,1.03
16:52:10,21.97,16.48,724.21,1.39
16:52:10,21.97,16.48,724.21,1.22
16:52:10,21.97,16.48,724.21,1.8
16:52:10,21.97,16.48,724.21,0.72
16:52:10,21.97,16.48,724.21,0.73
16:52:10,21.97,16.48,724.21,1.46
16:52:10,21.97,16.48,724.21,0.87
16:52:10,21.97,16.48,724.21,1.76
16:52:10,21.97,16.48,724.21,0.67
16:52:10,21.97,16.48,724.21,1.87
16:52:10,21.97,16.48,724.21,0.54
16:52:10,21.97,16.48,724.21,1.59
16:52:10,21.97,16.48,724.21,1.89
16:52:10,21.97,16.48,724.21,0.91
16:52:10,21.97,16.48,724.21,0.56
16:52:10,21.97,16.48,724.21,1.12
16:52:10,21.97,16.48,724.21,1.76
16:52:10,21.97,16.48,724.21,1.13
16:52:10,21.97,16.48,724.21,1.97
16:52:10,21.97,16.48,724.21,1.36
16:52:10,21.97,16.48,724.21,0.95
16:52:10,21.97,16.48,724.21,1.0
16:52:10,21.97,16.48,724.21,1.01
16:52:11,21.97,16.48,724.21,0.72
16:52:11,21.97,16.48,724.21,1.27
16:52:11,21.97,16.48,724.21,0.55
16:52:11,21.97,16.48,724.21,0.96
16:52:11,21.97,16.48,724.21,0.84
16:52:11,21.97,16.48,724.21,0.62
16:52:11,21.97,16.48,724.21,1.45
16:52:11,21.97,16.48,724.21,1.1
16:52:11,21.97,16.48,724.21,1.36
16:52:11,21.97,16.48,724.21,1.33
16:52:11,21.97,16.48,724.21,1.15
16:52:11,21.97,16.48,724.21,1.53
16:52:11,21.97,16.48,724.21,1.22
16:52:11,21.97,16.48,724.21,1.39
16:52:11,21.97,16.48,724.21,1.54
16:52:11,21.97,16.48,724.21,1.67
16:52:11,21.97,16.48,724.21,1.54
16:52:11,21.97,16.48,724.21,1.96
16:52:11,21.97,16.48,724.21,1.53
16:52:11,21.97,16.48,724.21,1.61
16:52:11,21.97,16.48,724.21,0.67
16:52:11,21.97,16.48,724.21,1.34
16:52:11,21.97,16.48,724.21,1.63
16:52:11,21.97,16.48,724.21,1.68
16:52:11,21.97,16.48,724.21,1.23
16:52:11,21.97,16.48,724.21,0.91
16:52:12,21.97,16.48,724.21,1.17
16:52:12,21.97,16.48,724.21,1.32
16:52:12,21.97,16.48,724.21,1.89
16:52:12,21.97,16.48,724.21,0.84
16:52:12,21.97,16.48,724.21,0.51
16:52:12,21.97,16.48,724.21,1.03
16:52:12,21.97,16.48,724.21,0.78
16:52:12,21.97,16.48,724.21,0.88
16:52:12,21.97,16.48,724.21,1.7
16:52:12,21.97,16.48,724.21,1.92
16:52:12,21.97,16.48,724.21,1.55
16:52:12,21.97,16.48,724.21,0.67
16:52:12,21.97,16.48,724.21,1.61
16:52:12,21.97,16.48,724.21,0.56
16:52:12,21.97,16.48,724.21,1.2
16:52:12,21.97,16.48,724.21,0.95
16:52:12,21.97,16.48,724.21,1.7
16:52:12,21.97,16.48,724.21,1.51
16:52:12,21.97,16.48,724.21,1.18
16:52:12,21.97,16.48,724.21,1.1
16:52:12,21.97,16.48,724.21,1.96
16:52:13,21.97,16.48,724.21,1.42
16:52:13,21.97,16.48,724.21,1.47
16:52:13,21.97,16.48,724.21,0.65
16:52:13,21.97,16.48,724.21,1.19
16:52:13,21.97,16.48,724.21,1.25
16:52:13,21.97,16.48,724.21,1.88
16:52:13,21.97,16.48,724.21,1.23
16:52:13,21.97,16.48,724.21,0.83
16:52:13,21.97,16.48,724.21,1.4
16:52:13,21.97,16.48,724.21,1.44
16:52:13,21.97,16.48,724.21,1.53
16:52:13,21.97,16.48,724.21,1.07
16:52:13,21.97,16.48,724.21,1.89
16:52:13,21.97,16.48,724.21,1.0
16:52:13,21.97,16.48,724.21,1.7
16:52:13,21.97,16.48,724.21,0.92
16:52:13,21.97,16.48,724.21,1.08
16:52:13,21.97,16.48,724.21,1.56
16:52:13,21.97,16.48,724.21,1.81
16:52:13,21.97,16.48,724.21,1.99
16:52:13,21.97,16.48,724.21,0.78
16:52:13,21.97,16.48,724.21,0.63
16:52:14,21.97,16.48,724.21,0.84
16:52:14,21.97,16.48,724.21,1.51
16:52:14,21.97,16.48,724.21,0.85
16:52:14,21.97,16.48,724.21,1.32
16:52:14,21.97,16.48,724.21,1.24
16:52:14,21.97,16.48,724.21,1.32
16:52:14,21.97,16.48,724.21,1.29
16:52:14,21.97,16.48,724.21,1.55
16:52:14,21.97,16.48,724.21,1.23
16:52:14,21.97,16.48,724.21,0.76
16:52:14,21.97,16.48,724.21,1.19
16:52:14,21.97,16.48,724.21,1.32
16:52:14,21.97,16.48,724.21,1.27
16:52:14,21.97,16.48,724.21,1.06
16:52:14,21.97,16.48,724.21,1.29
16:52:14,21.97,16.48,724.21,1.26
16:52:14,21.97,16.48,724.21,1.76
16:52:14,21.97,16.48,724.21,0.83
16:52:14,21.97,16.48,724.21,1.16
16:52:14,21.97,16.48,724.21,1.05
16:52:14,21.97,16.48,724.21,1.66
16:52:14,21.97,16.48,724.21,0.88
16:52:15,21.97,16.48,724.21,0.7
16:52:15,21.97,16.48,724.21,0.69
16:52:15,21.97,16.48,724.21,0.9
16:52:15,21.97,16.48,724.21,1.54
16:52:15,21.97,16.48,724.21,1.04
16:52:15,21.97,16.48,724.21,1.01
16:52:15,21.97,16.48,724.21,1.96
16:52:15,21.97,16.48,724.21,0.61
16:52:15,21.97,16.48,724.21,1.3
16:52:15,21.97,16.48,724.21,1.37
16:52:15,21.97,16.48,724.21,1.71
16:52:15,21.97,16.48,724.21,1.73
16:52:15,21.97,16.48,724.21,0.54
16:52:15,21.97,16.48,724.21,1.22
16:52:15,21.97,16.48,724.21,1.94
16:52:15,21.97,16.48,724.21,1.96
16:52:15,21.97,16.48,724.21,1.51
16:52:15,21.97,16.48,724.21,1.66
16:52:15,21.97,16.48,724.21,0.83
16:52:15,21.97,16.48,724.21,1.27
16:52:15,21.97,16.48,724.21,1.0
16:52:15,21.97,16.48,724.21,0.64
16:52:15,21.97,16.48,724.21,1.46
16:52:16,21.97,16.48,724.21,1.68
16:52:16,21.97,16.48,724.21,1.19
16:52:16,21.97,16.48,724.21,1.18
16:52:16,21.97,16.48,724.21,1.51
16:52:16,21.97,16.48,724.21,0.65
16:52:16,21.97,16.48,724.21,1.03
16:52:16,21.97,16.48,724.21,1.38
16:52:16,21.97,16.48,724.21,1.81
16:52:16,21.97,16.48,724.21,1.28
16:52:16,21.97,16.48,724.21,1.93
16:52:16,21.97,16.48,724.21,1.64
16:52:16,21.97,16.48,724.21,1.42
16:52:16,21.97,16.48,724.21,1.51
16:52:16,21.97,16.48,724.21,1.34
16:52:16,21.97,16.48,724.21,1.42
16:52:16,21.97,16.48,724.21,1.51
16:52:16,21.97,16.48,724.21,1.44
16:52:16,21.97,16.48,724.21,1.65
16:52:16,21.97,16.48,724.21,0.75
16:52:16,21.97,16.48,724.21,1.43
16:52:16,21.97,16.48,724.21,1.74
16:52:16,21.97,16.48,724.21,0.51
16:52:16,21.97,16.48,724.21,0.97
16:52:16,21.97,16.48,724.21,0.72
16:52:16,21.97,16.48,724.21,1.91
16:52:17,21.97,16.48,724.21,1.95
16:52:17,21.97,16.48,724.21,1.15
16:52:17,21.97,16.48,724.21,0.62
16:52:17,21.97,16.48,724.21,1.43
16:52:17,21.97,16.48,724.21,0.66
16:52:17,21.97,16.48,724.21,1.46
16:52:17,21.97,16.48,724.21,1.0
16:52:17,21.97,16.48,724.21,1.46
16:52:17,21.97,16.48,724.21,0.61
16:52:17,21.97,16.48,724.21,1.95
16:52:17,21.97,16.48,724.21,0.69
16:52:17,21.97,16.48,724.21,1.25
16:52:17,21.97,16.48,724.21,1.49
16:52:17,21.97,16.48,724.21,1.79
16:52:17,21.97,16.48,724.21,0.51
16:52:17,21.97,16.48,724.21,1.07
16:52:17,21.97,16.48,724.21,1.36
16:52:17,21.97,16.48,724.21,1.25
16:52:17,21.97,16.48,724.21,1.87
16:52:17,21.97,16.48,724.21,1.13
16:52:17,21.97,16.48,724.21,1.84
16:52:17,21.97,16.48,724.21,1.08
16:52:17,21.97,16.48,724.21,0.92
16:52:17,21.97,16.48,724.21,1.06
16:52:17,21.97,16.48,724.21,1.27
16:52:17,21.97,16.48,724.21,1.71
16:52:18,21.97,16.48,724.21,1.72
16:52:18,21.97,16.48,724.21,1.16
16:52:18,21.97,16.48,724.21,0.95
16:52:18,21.97,16.48,724.21,1.01
16:52:18,21.97,16.48,724.21,0.75
16:52:18,21.97,16.48,724.21,1.44
16:52:18,21.97,16.48,724.21,1.58
16:52:18,21.97,16.48,724.21,1.72
16:52:18,21.97,16.48,724.21,0.8
16:52:18,21.97,16.48,724.21,1.2
16:52:18,21.97,16.48,724.21,1.42
16:52:18,21.97,16.48,724.21,0.75
16:52:18,21.97,16.48,724.21,1.4
16:52:18,21.97,16.48,724.21,1.98
16:52:18,21.97,16.48,724.21,1.31
16:52:18,21.97,16.48,724.21,1.79
16:52:18,21.97,16.48,724.21,1.18
16:52:18,21.97,16.48,724.21,1.73
16:52:18,21.97,16.48,724.21,1.49
16:52:18,21.97,16.48,724.21,1.78
16:52:18,21.97,16.48,724.21,1.78
16:52:18,21.97,16.48,724.21,1.15
16:52:18,21.97,16.48,724.21,1.61
16:52:18,21.97,16.48,724.21,1.29
16:52:18,21.97,16.48,724.21,1.69
16:52:18,21.97,16.48,724.21,1.49
16:52:18,21.97,16.48,724.21,0.5
16:52:19,21.97,16.48,724.21,0.88
16:52:19,21.97,16.48,724.21,1.27
16:52:19,21.97,16.48,724.21,1.37
16:52:19,21.97,16.48,724.21,1.01
16:52:19,21.97,16.48,724.21,0.72
16:52:19,21.97,16.48,724.21,1.28
16:52:19,21.97,16.48,724.21,0.88
16:52:19,21.97,16.48,724.21,1.76
16:52:19,21.97,16.48,724.21,1.07
16:52:19,21.97,16.48,724.21,0.75
16:52:19,21.97,16.48,724.21,0.88
16:52:19,21.97,16.48,724.21,0.86
16:52:19,21.97,16.48,724.21,1.34
16:52:19,21.97,16.48,724.21,1.56
16:52:19,21.97,16.48,724.21,1.31
16:52:19,21.97,16.48,724.21,1.43
16:52:19,21.97,16.48,724.21,0.99
16:52:19,21.97,16.48,724.21,1.99
16:52:19,21.97,16.48,724.21,1.14
16:52:19,21.97,16.48,724.21,1.37
16:52:19,21.97,16.48,724.21,1.27
16:52:19,21.97,16.48,724.21,0.77
16:52:19,21.97,16.48,724.21,1.38
16:52:19,21.97,16.48,724.21,0.95
16:52:19,21.97,16.48,724.21,1.84
16:52:19,21.97,16.48,724.21,0.71
16:52:19,21.97,16.48,724.21,0.58
16:52:19,21.97,16.48,724.21,1.57
16:52:20,21.97,16.48,724.21,1.36
16:52:20,21.97,16.48,724.21,1.91
16:52:20,21.97,16.48,724.21,2.0
16:52:20,21.97,16.48,724.21,1.72
16:52:20,21.97,16.48,724.21,1.92
16:52:20,21.97,16.48,724.21,0.57
16:52:20,21.97,16.48,724.21,1.61
16:52:20,21.97,16.48,724.21,1.04
16:52:20,21.97,16.48,724.21,0.85
16:52:20,21.97,16.48,724.21,0.55
16:52:20,21.97,16.48,724.21,1.66
16:52:20,21.97,16.48,724.21,1.3
16:52:20,21.97,16.48,724.21,0.86
